# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
     104.207        0.000        0.914        1.438
     104.209        0.000        0.914        1.438
     104.216        0.000        0.914        1.438
     104.222        0.000        0.914        1.438
     104.225        0.000        0.914        1.438
     104.232        0.000        0.914        1.438
     104.237        0.000        0.914        1.438
     104.244        0.000        0.914        1.438
     104.250        0.000        0.914        1.438
     104.253        0.000        0.914        1.438
     104.260        0.000        0.914        1.438
     104.266        0.000        0.914        1.438
     104.268        0.000        0.914        1.438
     104.275        0.000        0.914        1.438
     104.277        0.000        0.914        1.438
     104.284        0.000        0.914        1.438
     104.291        0.000        0.914        1.438
     104.293        0.000        0.914        1.438
     104.300        0.000        0.914        1.438
     104.307        0.000        0.914        1.438
     104.309        0.000        0.914        1.438
     104.316        0.000        0.914        1.438
     104.318        0.000        0.914        1.438
     104.320        0.000        0.914        1.438
     104.326        0.000        0.914        1.438
     104.329        0.000        0.914        1.438
     104.335        0.000        0.914        1.438
     104.337        0.000        0.914        1.438
     104.344        0.000        0.914        1.438
     104.351        0.000        0.914        1.438
     104.353        0.000        0.914        1.438
     104.366        0.000        0.914        1.438
     104.368        0.000        0.914        1.438
     104.378        0.000        0.914        1.438
     104.380        0.000        0.914        1.438
     104.387        0.000        0.914        1.438
     104.389        0.000        0.914        1.438
     104.396        0.000        0.914        1.438
     104.402        0.000        0.914        1.438
     104.405        0.000        0.914        1.438
     104.407        0.000        0.914        1.438
     104.409        0.000        0.914        1.438
     104.415        0.000        0.914        1.438
     104.417        0.000        0.914        1.438
     104.424        0.000        0.914        1.438
     104.431        0.000        0.914        1.438
     104.433        0.000        0.914        1.438
     104.440        0.000        0.914        1.438
     104.447        0.000        0.914        1.438
     104.449        0.000        0.914        1.438
     104.456        0.000        0.914        1.438
     104.463        0.000        0.914        1.438
     104.465        0.000        0.914        1.438
     104.472        0.000        0.914        1.438
     104.478        0.000        0.914        1.438
     104.481        0.000        0.914        1.438
     104.487        0.000        0.914        1.438
     104.489        0.000        0.914        1.438
     104.496        0.000        0.914        1.438
     104.503        0.000        0.914        1.438
     104.505        0.000        0.914        1.438
     104.512        0.000        0.914        1.438
     104.519        0.000        0.914        1.438
     104.521        0.000        0.914        1.438
     104.528        0.000        0.914        1.438
     104.535        0.000        0.914        1.438
     104.537        0.000        0.914        1.438
     104.544        0.000        0.914        1.438
     104.550        0.000        0.914        1.438
     104.553        0.000        0.914        1.438
     104.560        0.000        0.914        1.438
     104.566        0.000        0.914        1.438
     104.569        0.000        0.914        1.438
     104.575        0.000        0.914        1.438
     104.577        0.000        0.914        1.438
     104.584        0.000        0.914        1.438
     104.591        0.000        0.914        1.438
     104.593        0.000        0.914        1.438
     104.600        0.000        0.914        1.438
     104.607        0.000        0.914        1.438
     104.609        0.000        0.914        1.438
     104.616        0.000        0.914        1.438
     104.623        0.000        0.914        1.438
     104.625        0.000        0.914        1.438
     104.632        0.000        0.914        1.438
     104.638        0.000        0.914        1.438
     104.641        0.000        0.914        1.438
     104.648        0.000        0.914        1.438
     104.654        0.000        0.914        1.438
     104.656        0.000        0.914        1.438
     104.663        0.000        0.914        1.438
     104.665        0.000        0.914        1.438
     104.672        0.000        0.914        1.438
     104.679        0.000        0.914        1.438
     104.681        0.000        0.914        1.438
     104.683        0.000        0.914        1.438
     104.685        0.000        0.914        1.438
     104.692        0.000        0.914        1.438
     104.699        0.000        0.914        1.438
     104.701        0.000        0.914        1.438
     104.708        0.000        0.914        1.438
     104.714        0.000        0.914        1.438
     104.717        0.000        0.914        1.438
     104.724        0.000        0.914        1.438
     104.730        0.000        0.914        1.438
     104.732        0.000        0.914        1.438
     104.739        0.000        0.914        1.438
     104.741        0.000        0.914        1.438
     104.748        0.000        0.914        1.438
     104.755        0.000        0.914        1.438
     104.757        0.000        0.914        1.438
     104.764        0.000        0.914        1.438
     104.771        0.000        0.914        1.438
     104.773        0.000        0.914        1.438
     104.780        0.000        0.914        1.438
     104.787        0.000        0.914        1.438
     104.789        0.000        0.914        1.438
     104.796        0.000        0.914        1.438
     104.802        0.000        0.914        1.438
     104.805        0.000        0.914        1.438
     104.811        0.000        0.914        1.438
     104.813        0.000        0.914        1.438
     104.820        0.000        0.914        1.438
     104.825        0.000        0.914        1.438
     104.831        0.000        0.914        1.438
     104.833        0.000        0.914        1.438
     104.840        0.000        0.914        1.438
     104.847        0.000        0.914        1.438
     104.849        0.000        0.914        1.438
     104.856        0.000        0.914        1.438
     104.863        0.000        0.914        1.438
     104.865        0.000        0.914        1.438
     104.872        0.000        0.914        1.438
     104.883        0.000        0.914        1.438
     104.885        0.000        0.914        1.438
     104.891        0.000        0.914        1.438
     104.893        0.000        0.914        1.438
     104.899        0.000        0.914        1.438
     104.901        0.000        0.914        1.438
     104.908        0.000        0.914        1.438
     104.915        0.000        0.914        1.438
     104.917        0.000        0.914        1.438
     104.924        0.000        0.914        1.438
     104.931        0.000        0.914        1.438
     104.933        0.000        0.914        1.438
     104.940        0.000        0.914        1.438
     104.947        0.000        0.914        1.438
     104.949        0.000        0.914        1.438
     104.956        0.000        0.914        1.438
     104.962        0.000        0.914        1.438
     104.965        0.000        0.914        1.438
     104.972        0.000        0.914        1.438
     104.978        0.000        0.914        1.438
     104.980        0.000        0.914        1.438
     104.987        0.000        0.914        1.438
     104.989        0.000        0.914        1.438
     104.996        0.000        0.914        1.438
     105.003        0.000        0.914        1.438
     105.005        0.000        0.914        1.438
     105.012        0.000        0.914        1.438
     105.019        0.000        0.914        1.438
     105.021        0.000        0.914        1.438
     105.023        0.000        0.914        1.438
     105.025        0.000        0.914        1.438
     105.032        0.000        0.914        1.438
     105.038        0.000        0.914        1.438
     105.041        0.000        0.914        1.438
     105.047        0.000        0.914        1.438
     105.049        0.000        0.914        1.438
     105.056        0.000        0.914        1.438
     105.070        0.000        0.914        1.438
     105.074        0.000        0.914        1.438
     105.076        0.000        0.914        1.438
     105.082        0.000        0.914        1.438
     105.084        0.000        0.914        1.438
     105.091        0.000        0.914        1.438
     105.093        0.000        0.914        1.438
     105.100        0.000        0.914        1.438
     105.107        0.000        0.914        1.438
     105.109        0.000        0.914        1.438
     105.116        0.000        0.914        1.438
     105.123        0.000        0.914        1.438
     105.125        0.000        0.914        1.438
     105.132        0.000        0.914        1.438
     105.138        0.000        0.914        1.438
     105.141        0.000        0.914        1.438
     105.147        0.000        0.914        1.438
     105.149        0.000        0.914        1.438
     105.156        0.000        0.914        1.438
     105.163        0.000        0.914        1.438
     105.165        0.000        0.914        1.438
     105.172        0.000        0.914        1.438
     105.178        0.000        0.914        1.438
     105.181        0.000        0.914        1.438
     105.187        0.000        0.914        1.438
     105.189        0.000        0.914        1.438
     105.196        0.000        0.914        1.438
     105.202        0.000        0.914        1.438
     105.205        0.000        0.914        1.438
     105.211        0.000        0.914        1.438
     105.213        0.000        0.914        1.438
     105.220        0.000        0.914        1.438
     105.227        0.000        0.914        1.438
     105.229        0.000        0.914        1.438
     105.236        0.000        0.914        1.438
     105.243        0.000        0.914        1.438
     105.245        0.000        0.914        1.438
     105.252        0.000        0.914        1.438
     105.259        0.000        0.914        1.438
     105.261        0.000        0.914        1.438
     105.268        0.000        0.914        1.438
     105.274        0.000        0.914        1.438
     105.276        0.000        0.914        1.438
     105.284        0.000        0.914        1.438
     105.290        0.000        0.914        1.438
     105.293        0.000        0.914        1.438
     105.299        0.000        0.914        1.438
     105.306        0.000        0.914        1.438
     105.309        0.000        0.914        1.438
     105.316        0.000        0.914        1.438
     105.322        0.000        0.914        1.438
     105.324        0.000        0.914        1.438
     105.331        0.000        0.914        1.438
     105.333        0.000        0.914        1.438
     105.341        0.000        0.914        1.438
     105.348        0.000        0.914        1.438
     105.354        0.000        0.914        1.438
     105.357        0.000        0.914        1.438
     105.364        0.000        0.914        1.438
     105.370        0.000        0.914        1.438
     105.372        0.000        0.914        1.438
     105.379        0.000        0.914        1.438
     105.381        0.000        0.914        1.438
     105.388        0.000        0.914        1.438
     105.395        0.000        0.914        1.438
     105.397        0.000        0.914        1.438
     105.401        0.000        0.914        1.438
     105.408        0.000        0.914        1.438
     105.415        0.000        0.914        1.438
     105.417        0.000        0.914        1.438
     105.424        0.000        0.914        1.438
     105.430        0.000        0.914        1.438
     105.433        0.000        0.914        1.438
     105.439        0.000        0.914        1.438
     105.441        0.000        0.914        1.438
     105.448        0.000        0.914        1.438
     105.455        0.000        0.914        1.438
     105.457        0.000        0.914        1.438
     105.464        0.000        0.914        1.438
     105.471        0.000        0.914        1.438
     105.473        0.000        0.914        1.438
     105.480        0.000        0.914        1.438
     105.486        0.000        0.914        1.438
     105.489        0.000        0.914        1.438
     105.496        0.000        0.914        1.438
     105.502        0.000        0.914        1.438
     105.504        0.000        0.914        1.438
     105.511        0.000        0.914        1.438
     105.513        0.000        0.914        1.438
     105.520        0.000        0.914        1.438
     105.527        0.000        0.914        1.438
     105.529        0.000        0.914        1.438
     105.536        0.000        0.914        1.438
     105.547        0.000        0.914        1.438
     105.549        0.000        0.914        1.438
     105.551        0.000        0.914        1.438
     105.553        0.000        0.914        1.438
     105.560        0.000        0.914        1.438
     105.563        0.000        0.914        1.438
     105.565        0.000        0.914        1.438
     105.576        0.000        0.914        1.438
     105.583        0.000        0.914        1.438
     105.585        0.000        0.914        1.438
     105.589        0.000        0.914        1.438
     105.596        0.000        0.914        1.438
     105.603        0.000        0.914        1.438
     105.610        0.000        0.914        1.438
     105.612        0.000        0.914        1.438
     105.619        0.000        0.914        1.438
     105.621        0.000        0.914        1.438
     105.628        0.000        0.914        1.438
     105.635        0.000        0.914        1.438
     105.637        0.000        0.914        1.438
     105.644        0.000        0.914        1.438
     105.651        0.000        0.914        1.438
     105.653        0.000        0.914        1.438
     105.660        0.000        0.914        1.438
     105.662        0.000        0.914        1.438
     105.664        0.000        0.914        1.438
     105.671        0.000        0.914        1.438
     105.673        0.000        0.914        1.438
     105.680        0.000        0.914        1.438
     105.687        0.000        0.914        1.438
     105.689        0.000        0.914        1.438
     105.696        0.000        0.914        1.438
     105.702        0.000        0.914        1.438
     105.705        0.000        0.914        1.438
     105.711        0.000        0.914        1.438
     105.718        0.000        0.914        1.438
     105.720        0.000        0.914        1.438
     105.727        0.000        0.914        1.438
     105.729        0.000        0.914        1.438
     105.736        0.000        0.914        1.438
     105.743        0.000        0.914        1.438
     105.745        0.000        0.914        1.438
     105.752        0.000        0.914        1.438
     105.759        0.000        0.914        1.438
     105.761        0.000        0.914        1.438
     105.768        0.000        0.914        1.438
     105.774        0.000        0.914        1.438
     105.777        0.000        0.914        1.438
     105.784        0.000        0.914        1.438
     105.790        0.000        0.914        1.438
     105.792        0.000        0.914        1.438
     105.799        0.000        0.914        1.438
     105.801        0.000        0.914        1.438
     105.808        0.000        0.914        1.438
     105.815        0.000        0.914        1.438
     105.817        0.000        0.914        1.438
     105.824        0.000        0.914        1.438
     105.830        0.000        0.914        1.438
     105.833        0.000        0.914        1.438
     105.842        0.000        0.914        1.438
     105.844        0.000        0.914        1.438
     105.850        0.000        0.914        1.438
     105.852        0.000        0.914        1.438
     105.863        0.000        0.914        1.438
     105.865        0.000        0.914        1.438
     105.872        0.000        0.914        1.438
     105.879        0.000        0.914        1.438
     105.881        0.000        0.914        1.438
     105.888        0.000        0.914        1.438
     105.890        0.000        0.914        1.438
     105.892        0.000        0.914        1.438
     105.902        0.000        0.914        1.438
     105.905        0.000        0.914        1.438
     105.908        0.000        0.914        1.438
     105.915        0.000        0.914        1.438
     105.917        0.000        0.914        1.438
     105.924        0.000        0.914        1.438
     105.931        0.000        0.914        1.438
     105.933        0.000        0.914        1.438
     105.950        0.000        0.914        1.438
     105.953        0.000        0.914        1.438
     105.961        0.000        0.914        1.438
     105.968        0.000        0.914        1.438
     105.974        0.000        0.914        1.438
     105.976        0.000        0.914        1.438
     105.983        0.000        0.914        1.438
     105.985        0.000        0.914        1.438
     105.992        0.000        0.914        1.438
     105.994        0.000        0.914        1.438
     105.996        0.000        0.914        1.438
     106.003        0.000        0.914        1.438
     106.005        0.000        0.914        1.438
     106.012        0.000        0.914        1.438
     106.019        0.000        0.914        1.438
     106.021        0.000        0.914        1.438
     106.028        0.000        0.914        1.438
     106.034        0.000        0.914        1.438
     106.037        0.000        0.914        1.438
     106.044        0.000        0.914        1.438
     106.050        0.000        0.914        1.438
     106.053        0.000        0.914        1.438
     106.060        0.000        0.914        1.438
     106.066        0.000        0.914        1.438
     106.069        0.000        0.914        1.438
     106.076        0.000        0.914        1.438
     106.082        0.000        0.914        1.438
     106.084        0.000        0.914        1.438
     106.091        0.000        0.914        1.438
     106.093        0.000        0.914        1.438
     106.100        0.000        0.914        1.438
     106.107        0.000        0.914        1.438
     106.109        0.000        0.914        1.438
     106.116        0.000        0.914        1.438
     106.123        0.000        0.914        1.438
     106.125        0.000        0.914        1.438
     106.132        0.000        0.914        1.438
     106.138        0.000        0.914        1.438
     106.140        0.000        0.914        1.438
     106.147        0.000        0.914        1.438
     106.149        0.000        0.914        1.438
     106.152        0.000        0.914        1.438
     106.153        0.000        0.914        1.438
     106.164        0.000        0.914        1.438
     106.171        0.000        0.914        1.438
     106.173        0.000        0.914        1.438
     106.182        0.000        0.914        1.438
     106.185        0.000        0.914        1.438
     106.192        0.000        0.914        1.438
     106.194        0.000        0.914        1.438
     106.196        0.000        0.914        1.438
     106.203        0.000        0.914        1.438
     106.205        0.000        0.914        1.438
     106.212        0.000        0.914        1.438
     106.218        0.000        0.914        1.438
     106.221        0.000        0.914        1.438
     106.227        0.000        0.914        1.438
     106.229        0.000        0.914        1.438
     106.236        0.000        0.914        1.438
     106.246        0.000        0.914        1.438
     106.249        0.000        0.914        1.438
     106.256        0.000        0.914        1.438
     106.263        0.000        0.914        1.438
     106.265        0.000        0.914        1.438
     106.272        0.000        0.914        1.438
     106.277        0.000        0.914        1.438
     106.284        0.000        0.914        1.438
     106.290        0.000        0.914        1.438
     106.292        0.000        0.914        1.438
     106.299        0.000        0.914        1.438
     106.301        0.000        0.914        1.438
     106.308        0.000        0.914        1.438
     106.315        0.000        0.914        1.438
     106.317        0.000        0.914        1.438
     106.324        0.000        0.914        1.438
     106.331        0.000        0.914        1.438
     106.333        0.000        0.914        1.438
     106.340        0.000        0.914        1.438
     106.346        0.000        0.914        1.438
     106.348        0.000        0.914        1.438
     106.355        0.000        0.914        1.438
     106.357        0.000        0.914        1.438
     106.364        0.000        0.914        1.438
     106.370        0.000        0.914        1.438
     106.373        0.000        0.914        1.438
     106.380        0.000        0.914        1.438
     106.386        0.000        0.914        1.438
     106.388        0.000        0.914        1.438
     106.395        0.000        0.914        1.438
     106.397        0.000        0.914        1.438
     106.404        0.000        0.914        1.438
     106.411        0.000        0.914        1.438
     106.413        0.000        0.914        1.438
     106.421        0.000        0.914        1.438
     106.423        0.000        0.914        1.438
     106.425        0.000        0.914        1.438
     106.432        0.000        0.914        1.438
     106.439        0.000        0.914        1.438
     106.441        0.000        0.914        1.438
     106.448        0.000        0.914        1.438
     106.455        0.000        0.914        1.438
     106.457        0.000        0.914        1.438
     106.464        0.000        0.914        1.438
     106.470        0.000        0.914        1.438
     106.473        0.000        0.914        1.438
     106.480        0.000        0.914        1.438
     106.486        0.000        0.914        1.438
     106.488        0.000        0.914        1.438
     106.495        0.000        0.914        1.438
     106.497        0.000        0.914        1.438
     106.504        0.000        0.914        1.438
     106.511        0.000        0.914        1.438
     106.513        0.000        0.914        1.438
     106.520        0.000        0.914        1.438
     106.527        0.000        0.914        1.438
     106.529        0.000        0.914        1.438
     106.536        0.000        0.914        1.438
     106.542        0.000        0.914        1.438
     106.545        0.000        0.914        1.438
     106.551        0.000        0.914        1.438
     106.553        0.000        0.914        1.438
     106.562        0.000        0.914        1.438
     106.564        0.000        0.914        1.438
     106.571        0.000        0.914        1.438
     106.573        0.000        0.914        1.438
     106.580        0.000        0.914        1.438
     106.586        0.000        0.914        1.438
     106.588        0.000        0.914        1.438
     106.595        0.000        0.914        1.438
     106.597        0.000        0.914        1.438
     106.604        0.000        0.914        1.438
     106.615        0.000        0.914        1.438
     106.617        0.000        0.914        1.438
     106.623        0.000        0.914        1.438
     106.625        0.000        0.914        1.438
     106.632        0.000        0.914        1.438
     106.638        0.000        0.914        1.438
     106.640        0.000        0.914        1.438
     106.647        0.000        0.914        1.438
     106.649        0.000        0.914        1.438
     106.656        0.000        0.914        1.438
     106.662        0.000        0.914        1.438
     106.665        0.000        0.914        1.438
     106.672        0.000        0.914        1.438
     106.678        0.000        0.914        1.438
     106.680        0.000        0.914        1.438
     106.687        0.000        0.914        1.438
     106.689        0.000        0.914        1.438
     106.696        0.000        0.914        1.438
     106.703        0.000        0.914        1.438
     106.705        0.000        0.914        1.438
     106.712        0.000        0.914        1.438
     106.719        0.000        0.914        1.438
     106.721        0.000        0.914        1.438
     106.728        0.000        0.914        1.438
     106.734        0.000        0.914        1.438
     106.737        0.000        0.914        1.438
     106.743        0.000        0.914        1.438
     106.745        0.000        0.914        1.438
     106.752        0.000        0.914        1.438
     106.759        0.000        0.914        1.438
     106.761        0.000        0.914        1.438
     106.768        0.000        0.914        1.438
     106.775        0.000        0.914        1.438
     106.777        0.000        0.914        1.438
     106.784        0.000        0.914        1.438
     106.790        0.000        0.914        1.438
     106.793        0.000        0.914        1.438
     106.800        0.000        0.914        1.438
     106.806        0.000        0.914        1.438
     106.808        0.000        0.914        1.438
     106.815        0.000        0.914        1.438
     106.817        0.000        0.914        1.438
     106.824        0.000        0.914        1.438
     106.831        0.000        0.914        1.438
     106.833        0.000        0.914        1.438
     106.840        0.000        0.914        1.438
     106.846        0.000        0.914        1.438
     106.849        0.000        0.914        1.438
     106.856        0.000        0.914        1.438
     106.862        0.000        0.914        1.438
     106.865        0.000        0.914        1.438
     106.872        0.000        0.914        1.438
     106.874        0.000        0.914        1.438
     106.876        0.000        0.914        1.438
     106.886        0.000        0.914        1.438
     106.888        0.000        0.914        1.438
     106.895        0.000        0.914        1.438
     106.897        0.000        0.914        1.438
     106.899        0.000        0.914        1.438
     106.901        0.000        0.914        1.438
     106.908        0.000        0.914        1.438
     106.915        0.000        0.914        1.438
     106.917        0.000        0.914        1.438
     106.924        0.000        0.914        1.438
     106.931        0.000        0.914        1.438
     106.939        0.000        0.914        1.438
     106.941        0.000        0.914        1.438
     106.947        0.000        0.914        1.438
     106.949        0.000        0.914        1.438
     106.960        0.000        0.914        1.438
     106.966        0.000        0.914        1.438
     106.968        0.000        0.914        1.438
     106.975        0.000        0.914        1.438
     106.977        0.000        0.914        1.438
     106.984        0.000        0.914        1.438
     106.991        0.000        0.914        1.438
     106.993        0.000        0.914        1.438
     107.000        0.000        0.914        1.438
     107.005        0.000        0.914        1.438
     107.008        0.000        0.914        1.438
     107.014        0.000        0.914        1.438
     107.016        0.000        0.914        1.438
     107.023        0.000        0.914        1.438
     107.025        0.000        0.914        1.438
     107.032        0.000        0.914        1.438
     107.039        0.000        0.914        1.438
     107.041        0.000        0.914        1.438
     107.048        0.000        0.914        1.438
     107.055        0.000        0.914        1.438
     107.057        0.000        0.914        1.438
     107.064        0.000        0.914        1.438
     107.070        0.000        0.914        1.438
     107.072        0.000        0.914        1.438
     107.079        0.000        0.914        1.438
     107.081        0.000        0.914        1.438
     107.088        0.000        0.914        1.438
     107.095        0.000        0.914        1.438
     107.097        0.000        0.914        1.438
     107.104        0.000        0.914        1.438
     107.111        0.000        0.914        1.438
     107.113        0.000        0.914        1.438
     107.120        0.000        0.914        1.438
     107.126        0.000        0.914        1.438
     107.129        0.000        0.914        1.438
     107.135        0.000        0.914        1.438
     107.137        0.000        0.914        1.438
     107.144        0.000        0.914        1.438
     107.151        0.000        0.914        1.438
     107.153        0.000        0.914        1.438
     107.160        0.000        0.914        1.438
     107.167        0.000        0.914        1.438
     107.169        0.000        0.914        1.438
     107.176        0.000        0.914        1.438
     107.182        0.000        0.914        1.438
     107.185        0.000        0.914        1.438
     107.192        0.000        0.914        1.438
     107.198        0.000        0.914        1.438
     107.200        0.000        0.914        1.438
     107.207        0.000        0.914        1.438
     107.209        0.000        0.914        1.438
     107.220        0.000        0.914        1.438
     107.226        0.000        0.914        1.438
     107.228        0.000        0.914        1.438
     107.235        0.000        0.914        1.438
     107.237        0.000        0.914        1.438
     107.244        0.000        0.914        1.438
     107.251        0.000        0.914        1.438
     107.253        0.000        0.914        1.438
     107.256        0.000        0.914        1.438
     107.257        0.000        0.914        1.438
     107.268        0.000        0.914        1.438
     107.275        0.000        0.914        1.438
     107.277        0.000        0.914        1.438
     107.284        0.000        0.914        1.438
     107.286        0.000        0.914        1.438
     107.288        0.000        0.914        1.438
     107.294        0.000        0.914        1.438
     107.296        0.000        0.914        1.438
     107.307        0.000        0.914        1.438
     107.309        0.000        0.914        1.438
     107.316        0.000        0.914        1.438
     107.323        0.000        0.914        1.438
     107.325        0.000        0.914        1.438
     107.332        0.000        0.914        1.438
     107.339        0.000        0.914        1.438
     107.341        0.000        0.914        1.438
     107.343        0.000        0.914        1.438
     107.345        0.000        0.914        1.438
     107.352        0.000        0.914        1.438
     107.358        0.000        0.914        1.438
     107.360        0.000        0.914        1.438
     107.367        0.000        0.914        1.438
     107.369        0.000        0.914        1.438
     107.377        0.000        0.914        1.438
     107.384        0.000        0.914        1.438
     107.394        0.000        0.914        1.438
     107.397        0.000        0.914        1.438
     107.403        0.000        0.914        1.438
     107.405        0.000        0.914        1.438
     107.412        0.000        0.914        1.438
     107.418        0.000        0.914        1.438
     107.420        0.000        0.914        1.438
     107.427        0.000        0.914        1.438
     107.429        0.000        0.914        1.438
     107.436        0.000        0.914        1.438
     107.442        0.000        0.914        1.438
     107.445        0.000        0.914        1.438
     107.447        0.000        0.914        1.438
     107.449        0.000        0.914        1.438
     107.455        0.000        0.914        1.438
     107.457        0.000        0.914        1.438
     107.464        0.000        0.914        1.438
     107.471        0.000        0.914        1.438
     107.473        0.000        0.914        1.438
     107.480        0.000        0.914        1.438
     107.487        0.000        0.914        1.438
     107.489        0.000        0.914        1.438
     107.496        0.000        0.914        1.438
     107.502        0.000        0.914        1.438
     107.505        0.000        0.914        1.438
     107.511        0.000        0.914        1.438
     107.513        0.000        0.914        1.438
     107.520        0.000        0.914        1.438
     107.527        0.000        0.914        1.438
     107.529        0.000        0.914        1.438
     107.535        0.000        0.914        1.438
     107.537        0.000        0.914        1.438
     107.544        0.000        0.914        1.438
     107.551        0.000        0.914        1.438
     107.553        0.000        0.914        1.438
     107.560        0.000        0.914        1.438
     107.566        0.000        0.914        1.438
     107.569        0.000        0.914        1.438
     107.575        0.000        0.914        1.438
     107.577        0.000        0.914        1.438
     107.584        0.000        0.914        1.438
     107.591        0.000        0.914        1.438
     107.593        0.000        0.914        1.438
     107.600        0.000        0.914        1.438
     107.606        0.000        0.914        1.438
     107.609        0.000        0.914        1.438
     107.616        0.000        0.914        1.438
     107.623        0.000        0.914        1.438
     107.625        0.000        0.914        1.438
     107.632        0.000        0.914        1.438
     107.638        0.000        0.914        1.438
     107.641        0.000        0.914        1.438
     107.647        0.000        0.914        1.438
     107.649        0.000        0.914        1.438
     107.656        0.000        0.914        1.438
     107.662        0.000        0.914        1.438
     107.665        0.000        0.914        1.438
     107.671        0.000        0.914        1.438
     107.673        0.000        0.914        1.438
     107.680        0.000        0.914        1.438
     107.687        0.000        0.914        1.438
     107.689        0.000        0.914        1.438
     107.696        0.000        0.914        1.438
     107.702        0.000        0.914        1.438
     107.705        0.000        0.914        1.438
     107.711        0.000        0.914        1.438
     107.713        0.000        0.914        1.438
     107.720        0.000        0.914        1.438
     107.727        0.000        0.914        1.438
     107.729        0.000        0.914        1.438
     107.736        0.000        0.914        1.438
     107.743        0.000        0.914        1.438
     107.745        0.000        0.914        1.438
     107.752        0.000        0.914        1.438
     107.758        0.000        0.914        1.438
     107.760        0.000        0.914        1.438
     107.767        0.000        0.914        1.438
     107.769        0.000        0.914        1.438
     107.776        0.000        0.914        1.438
     107.786        0.000        0.914        1.438
     107.788        0.000        0.914        1.438
     107.795        0.000        0.914        1.438
     107.797        0.000        0.914        1.438
     107.804        0.000        0.914        1.438
     107.810        0.000        0.914        1.438
     107.813        0.000        0.914        1.438
     107.820        0.000        0.914        1.438
     107.822        0.000        0.914        1.438
     107.824        0.000        0.914        1.438
     107.830        0.000        0.914        1.438
     107.832        0.000        0.914        1.438
     107.839        0.000        0.914        1.438
     107.841        0.000        0.914        1.438
     107.852        0.000        0.914        1.438
     107.858        0.000        0.914        1.438
     107.861        0.000        0.914        1.438
     107.867        0.000        0.914        1.438
     107.869        0.000        0.914        1.438
     107.876        0.000        0.914        1.438
     107.883        0.000        0.914        1.438
     107.885        0.000        0.914        1.438
     107.887        0.000        0.914        1.438
     107.889        0.000        0.914        1.438
     107.896        0.000        0.914        1.438
     107.903        0.000        0.914        1.438
     107.905        0.000        0.914        1.438
     107.912        0.000        0.914        1.438
     107.918        0.000        0.914        1.438
     107.920        0.000        0.914        1.438
     107.927        0.000        0.914        1.438
     107.929        0.000        0.914        1.438
     107.936        0.000        0.914        1.438
     107.943        0.000        0.914        1.438
     107.945        0.000        0.914        1.438
     107.952        0.000        0.914        1.438
     107.959        0.000        0.914        1.438
     107.961        0.000        0.914        1.438
     107.968        0.000        0.914        1.438
     107.974        0.000        0.914        1.438
     107.976        0.000        0.914        1.438
     107.983        0.000        0.914        1.438
     107.985        0.000        0.914        1.438
     107.992        0.000        0.914        1.438
     107.998        0.000        0.914        1.438
     108.000        0.000        0.914        1.438
     108.007        0.000        0.914        1.438
     108.009        0.000        0.914        1.438
     108.020        0.000        0.914        1.438
     108.026        0.000        0.914        1.438
     108.028        0.000        0.914        1.438
     108.035        0.000        0.914        1.438
     108.037        0.000        0.914        1.438
     108.046        0.000        0.914        1.438
     108.048        0.000        0.914        1.438
     108.055        0.000        0.914        1.438
     108.057        0.000        0.914        1.438
     108.064        0.000        0.914        1.438
     108.071        0.000        0.914        1.438
     108.073        0.000        0.914        1.438
     108.080        0.000        0.914        1.438
     108.087        0.000        0.914        1.438
     108.089        0.000        0.914        1.438
     108.096        0.000        0.914        1.438
     108.102        0.000        0.914        1.438
     108.105        0.000        0.914        1.438
     108.112        0.000        0.914        1.438
     108.114        0.000        0.914        1.438
     108.116        0.000        0.914        1.438
     108.122        0.000        0.914        1.438
     108.124        0.000        0.914        1.438
     108.131        0.000        0.914        1.438
     108.133        0.000        0.914        1.438
     108.140        0.000        0.914        1.438
     108.146        0.000        0.914        1.438
     108.149        0.000        0.914        1.438
     108.155        0.000        0.914        1.438
     108.157        0.000        0.914        1.438
     108.164        0.000        0.914        1.438
     108.171        0.000        0.914        1.438
     108.173        0.000        0.914        1.438
     108.180        0.000        0.914        1.438
     108.186        0.000        0.914        1.438
     108.189        0.000        0.914        1.438
     108.195        0.000        0.914        1.438
     108.197        0.000        0.914        1.438
     108.204        0.000        0.914        1.438
     108.211        0.000        0.914        1.438
     108.213        0.000        0.914        1.438
     108.220        0.000        0.914        1.438
     108.227        0.000        0.914        1.438
     108.229        0.000        0.914        1.438
     108.236        0.000        0.914        1.438
     108.242        0.000        0.914        1.438
     108.244        0.000        0.914        1.438
     108.251        0.000        0.914        1.438
     108.253        0.000        0.914        1.438
     108.260        0.000        0.914        1.438
     108.266        0.000        0.914        1.438
     108.268        0.000        0.914        1.438
     108.275        0.000        0.914        1.438
     108.277        0.000        0.914        1.438
     108.284        0.000        0.914        1.438
     108.291        0.000        0.914        1.438
     108.293        0.000        0.914        1.438
     108.300        0.000        0.914        1.438
     108.306        0.000        0.914        1.438
     108.308        0.000        0.914        1.438
     108.319        0.000        0.914        1.438
     108.321        0.000        0.914        1.438
     108.328        0.000        0.914        1.438
     108.330        0.000        0.914        1.438
     108.332        0.000        0.914        1.438
     108.339        0.000        0.914        1.438
